Cluster,StoreNum,StoreName,Address,City,Zip,State,Grade,StoreFormat,Climate,Region,Latitude,Longitude,TotalDemandAmt,TotalNetAmt
4,1820, VA BEACH TOWN CTR.,4532 MAIN ST.,VIRGINIA BEACH,23462,VA,C2,LIFESTYLE CENTER,COLD,EAST COAST-MID-ATLANTIC DISTRICT,36.8423156,-76.1329993,5592894.49,3392698.72
4,1822," ANNAPOLIS, MD  MALL",2002 ANNAPOLIS MALL RD,ANNAPOLIS,21401,MD,B2,LIFESTYLE CENTER,COLD,EAST COAST-MID-ATLANTIC DISTRICT,38.9901729,-76.5430742,6300551.41,3862859.56
4,1823," JACKSONVILLE, FL",4818 RIVER CITY DRIVE,JACKSONVILLE,32246,FL,C2,LIFESTYLE CENTER,HOT,EAST COAST-SOUTHEAST DISTRICT,30.2537691,-81.5260852,6720691.33,4112541.44
4,1824," SARASOTA, FL",140 UNIV. TOWN CTR. DR.,SARASOTA,34243,FL,A2,TRADITIONAL MALL,HOT,EAST COAST-FLORIDA DISTRICT,27.336465,-82.5310117,5492089.72,3251868.99
4,853, LAS VEGAS FASHIONMALL,3200 LAS VEGAS BLVD S.,LAS VEGAS,89109,NV,F,TRADITIONAL MALL,HOT,CENTRAL-MOUNTAIN DISTRICT,36.1285927,-115.1741869,11500172.2,6863213.55
4,1809, SAN DIEGO U TOWN CTR,4545 LA JOLLA VILLAGE DR,SAN DIEGO,92122,CA,F,LIFESTYLE CENTER,MILD,WEST COAST-SOUTHERN CALIFORNIA,32.8710546,-117.2114223,28988339.62,15178140.64
4,1817, SAN DIEGO FASHIONVLY,7007 FRIARS RD.,SAN DIEGO,92108,CA,A2,TRADITIONAL MALL,MILD,WEST COAST-SOUTHERN CALIFORNIA,32.7681182,-117.1667284,24307973.39,12886625.19
4,818," CARLSBAD, CA    FORUM",1911  CALLE BARCELONA,CARLSBAD,92009,CA,C3,LIFESTYLE CENTER,MILD,WEST COAST-SOUTHERN CALIFORNIA,33.0714823,-117.2664175,21315102.07,11201620.83
4,835, SCOTTSDALE AZ FASHION,7014 E CAMELBACK RD,SCOTTSDALE,85251,AZ,F,TRADITIONAL MALL,HOT,CENTRAL-MOUNTAIN DISTRICT,33.5041443,-111.9291418,21653888.04,12644098.02
4,1873," TUCSON, AZ",2905 E SKYLINE DR.,TUCSON,85718,AZ,F,LIFESTYLE CENTER,HOT,CENTRAL-MOUNTAIN DISTRICT,32.3247425,-110.9299968,3573446.64,2184433.66
4,6008, FP MOV SAN DIEGO CA,FASHION VALLEY MALL,SAN DIEGO,92108,CA,UNKNOWN,UNKNOWN,UNKNOWN,WEST COAST-MVMT - WEST COAST,32.7681182,-117.1667284,24307973.39,12886625.19
4,1879," SUMMERLIN, NV",2010 FESTIVAL PLAZA DR,LAS VEGAS,89135,NV,UNKNOWN,LIFESTYLE CENTER,UNKNOWN,CENTRAL-MOUNTAIN DISTRICT,36.1494793,-115.3333361,10384872.24,6198896.2
4,6011, FP MOV BREA CA,1065 BREA MALL,BREA,92821,CA,UNKNOWN,UNKNOWN,UNKNOWN,WEST COAST-MVMT - WEST COAST,33.9153422,-117.8864509,35507754.03,19382068.67
4,6022, FP MOV JACKSONVILLE,4751 RIVER CITY DRIVE,JACKSONVILLE,33246,FL,UNKNOWN,UNKNOWN,UNKNOWN,EAST COAST-MVMT - EAST COAST,30.2563335,-81.5249277,6703738.33,4100499.9
4,1860," PALM SPRINGS, CA",175 N. PALM CANYON DR.,PALM SPRINGS,92262,CA,F,LIFESTYLE CENTER,MILD,WEST COAST-LOS ANGELES,33.8243118,-116.546974,3285098.1,1643798.03
4,1871, SANTA CRUZ,1531 PACIFIC AVENUE,SANTA CRUZ,95060,CA,F,METRO,MILD,WEST COAST-NORTHERN CALIFORNIA,36.9757609,-122.0270512,4535608.47,2517816.19
4,6017, FP MOV SCOTTSDALE AZ,15054 N SCOTTSDALE ROAD,SCOTTSDALE,85254,AZ,UNKNOWN,UNKNOWN,UNKNOWN,WEST COAST-MVMT - WEST COAST,33.6246184,-111.9303998,18317060.87,10656769.36
4,6028, FP MOV THOUSAND OAKS,350 W HILLCREST DR,THOUSAND OAKS,91360,CA,UNKNOWN,UNKNOWN,UNKNOWN,WEST COAST-MVMT - WEST COAST,34.1843078,-118.8881216,14108824.38,7733960.79
4,1841, HUNTINGTON BEACH CA,21022 PACIFIC COAST HWY,HUNTINGTON BEACH,92648,CA,A2,LIFESTYLE CENTER,HOT,WEST COAST-SOUTHERN CALIFORNIA,33.6549924,-117.9983066,32472255.94,17519302.24
4,1863," IRVINE, CA",893 SPECTRUM CTR. DR.,IRVINE,92618,CA,F,LIFESTYLE CENTER,MILD,WEST COAST-SOUTHERN CALIFORNIA,33.649187,-117.7408879,35623707,19243515.93
4,1870," LONG BEACH, CA",6460 E. PACIFIC COAST HWY,LONG BEACH,90803,CA,F,LIFESTYLE CENTER,MILD,WEST COAST-SOUTHERN CALIFORNIA,33.7558513,-118.1095401,36640911.22,19978251.1
4,816, PALO ALTO CA STANFORD,660 STANFORD SHOPPING CTR,PALO ALTO,94304,CA,A2,TRADITIONAL MALL,MILD,WEST COAST-NORTHERN CALIFORNIA,37.4434982,-122.1709939,18206494.16,9713404.93
4,841, SAN JOSE  SANTANA ROW,2855 STEVENS CREEK BLVD,SANTA CLARA,95050,CA,F,LIFESTYLE CENTER,MILD,WEST COAST-NORTHERN CALIFORNIA,37.3244194,-121.9465798,16013400.37,8723167.7
4,844, SCOTTSDALE QUARTER,15147  N. SCOTTSDALE RD.,SCOTTSDALE,85254,AZ,F,LIFESTYLE CENTER,HOT,CENTRAL-MOUNTAIN DISTRICT,33.6237681,-111.9240234,18278943.82,10631791.4
4,1804, VALENCIA TOWN CTR CA,24201 WEST VALENCIA BLVD,SANTA CLARITA,91355,CA,B3,LIFESTYLE CENTER,MILD,WEST COAST-LOS ANGELES,34.4156094,-118.5573026,17044472.17,9329331.37
4,1812, CHANDLER AZ  FASHION,3111 W. CHANDLER BLVD.,CHANDLER,85226,AZ,B2,TRADITIONAL MALL,HOT,CENTRAL-MOUNTAIN DISTRICT,33.3014704,-111.8984059,16455006.07,9809373.09
4,6031, FP MOV SAN LUIS OBIS,959 HIGUERA STREET,SAN LUIS OBISPO,93401,CA,UNKNOWN,UNKNOWN,UNKNOWN,WEST COAST-MVMT - WEST COAST,35.280614,-120.6614427,3029179.46,1732073.08
4,1875," ALBUQUERQUE, NM",2260 Q ST. NE,ALBUQUERQUE,87110,NM,F,METRO,UNKNOWN,CENTRAL-MOUNTAIN DISTRICT,35.1040556,-106.5667564,2999667.94,1913565.51
4,1876," LAGUNA BEACH, CA",225 FOREST AVE,LAGUNA BEACH,92651,CA,F,METRO,UNKNOWN,WEST COAST-SOUTHERN CALIFORNIA,33.5422637,-117.7828719,30641341.39,16460386.26
4,1882," NEWPORT BEACH, CA",811 NEWPORT CENTER DRIVE,NEWPORT BEACH,92660,CA,B3,UNKNOWN,UNKNOWN,WEST COAST-SOUTHERN CALIFORNIA,33.6167261,-117.8784094,35539277.79,19221408.11